item_id,query_mod,question,review,human_ans_spans,human_ans_indices
B005CT56F8,hot,How is drive?,I purchased one of these drives to replace a drive that died in my parents computers (drive that died was ~5 or 6 year old Maxtor.) I've always been a fan of the Barracuda line and the price was right so I jumped on this drive. My parents need almost no storage to check their e-mail and surf the web so this drive was perfect! ANSWERNOTFOUND,I purchased one of these drives to replace a drive that died in my parents computers,"(0, 84)"
B004J3ZV62,fantastic,Do you know film a video?,"I got this camera a week ago and have been disappointed.  I decided on Canon because I had one years ago and really liked it.  The quality seems to have gone downhill. The best feature is the compact size.  I find the ""smart auto"" not to be so smart.  The images are usually over-exposed and at times out of focus.  It's as if the camera can't figure out what I want to photograph and instead picks some detail I'm not interested in.  The menus are not obvious and I have to keep running to the computer to read the manual, which is not very handy if I'm away from the computer.  I got this to replace an old HP digital camera that took great photos.  The image quality of the Canon is much worse.  I suspect that the HP had a much better quality lens.  The battery needs to be recharged after about 170 photos.  I haven't tried the video yet, but I suspect that will shorten the battery life even more.  I was used to taking 250-300 photos with my previous camera before changing the battery.  I read some reviews that said not to even bother with the smart auto mode and I think they are right.  I need to experiment with the ""P"" mode to see if I can get some decent photos with this camera.  I had considered getting a cheaper model of the Canon powershot camera but opted for this more expensive one because of the extra feature.  I think the extra money was not well spent since the Canon ELPH 300 performs about as well as a camera costing half as much.  To be fair, I've only had the camera a week and there is a steep learning curve.  If things improve over the next few weeks, I'll add an update and may give this camera a higher rating.  At this time I'm feeling disappointed.Addendum (6/5/11): I've now had several more days to play with the camera and after trying all kinds of settings the picture quality is not much better.  I finally made some videos, which looked nice, but the microphones picked up a lot of extraneous noise even indoors in a quiet room and introduced a kind of background hum into the audio.  If the quality of sound doesn't matter to you, the videos are quite nice.  I've decided to keep the camera because it's so compact and I plan to take it on trips.  The photos are passable but nothing spectacular.  The problems with focusing and overexposure have continued.  I think the lens is just not as good quality as in previous cameras I've owned, including an old Canon.  Maybe the fault lies in me since I'm not an expert on photography. A friend who is a serious photographer offered to go over the camera with me, so after we get together I'll have a better idea.Addendum (6/24/11):  I had this camera for over 3 weeks now and have taken hundreds of photos with it.  My original impression has not changed.  It takes decent photos in general.  The AUTO feature is useless and needs to be avoided outdoors because it totally over-exposes the photos.  It's kind of ludicrous that you can't use the AUTO feature outdoors on a point and shoot camera.  Indoors the AUTO function is acceptable.  The Programable mode does a better job, and it's all that I use now.  Generally I'm disappointed with the quality of the images and It think this has to do with the cheap lens this camera uses.  As I said previously, it is nowhere near the quality of previous Canon cameras I have owned.  The best feature is the small size of the camera, so I will be keeping it and using it on vacations because it is so portable. ANSWERNOTFOUND",the computer,"(565, 577)"
B0035FZJHQ,stunning,How good is the quality of the  sound?,"Whether you're new to the world of DSLRs, or are a seasoned photographer who wants to try your luck at video, the Canon Rebel T2i is perfect. I've had nothing but great experiences with it so far, and highly recommend to everyone.Other than the T2i, I own (and primarily shoot with) the Rebel XS (1000D), and also have extensive experience with the Canon 50D. While my XS still serves me very well, I wanted to get an SLR with video capabilities since the release of the T1i. After finally saving up enough for the T1i, I really lucked out that Canon announced the T2i, which has even better features! I am lucky enough to finally have it, and want to share my experiences, and how they compare to my expectations==================OVERALL IMPRESSIONSThe camera is very small and light. It is not weather-sealed or as durable as some of the more expensive SLRs, but it doesn't ""feel cheap"" in my opinion. It features a 3-inch LCD (compared to the Rebel XS's 2.5 inch screen), which also has a very high resolution. It looks lovely! Auto-focus is fast, and I've been very pleased with the quality of the pictures and videos I've taken so far.==================PROSIMAGE QUALITY: I feared that cramming so many megapixels onto this sensor, there would be a lot of image 'noise' (the megapixel myth). This thankfully hasn't been an issue, and I've been very pleased with the pictures taken with this camera! Aside from White Balance issues (see below, Cons), image quality is pretty good!VIDEO: Some people have disparagingly said that Video on DSLRs is just a gimmick. I disagree. Based on sample clips I'd seen on YouTube, I was excited about getting an HDSLR, and while videos are sometimes shaky if you don't have very steady hands, a tripod eliminates those concerns. Audio quality on the T1i was criticized by many, but the T2i has a microphone input jack, which allows you to connect a mic. I don't yet own one so can't comment on that feature, but will update this review if and when I save enough to try this feature out. Additionally, this offers improved recording options, including higher fps (frames per second) than the T1i, which technically offered ""true HD"" recording of 1080, but only at a choppy 20 fps.LOW-LIGHT PERFORMANCE: I am much more impressed than I expected. My Rebel XS could go up to ISO 1600, but would perform pretty poorly there. This not only can go up to a significantly higher ISO level, but performs much better. Less image noise means you have to waste less time editing your pics, and many more keepers!SDXC SUPPORT: Only own SDHC cards up until now, but it's great to know that this supports the next generation of flash storage, which means you'll in the future be able to hold many more pictures than currently available.CONSNOT A FULL-FRAME SLR: This is not a full-frame SLR like the Canon 5D Mark II, and the APS-C sized sensor results in a crop factor (1.6x), and doesn't necessarily provide the same image quality as the larger, full-frame sensor does. Still, at less than half the cost of the Mark II, I think this is a trade-off that's well worth it for most users.Crop factor means that this camera, like other Canon DSLRs that have the APS-C size image sensor, will not be true to the lens's designation. A 50mm lens will produce an image more in line with 50mm x 1.6, or 80mm on a full-frame. This not only makes a difference for those who want to do landscape photography (which usually benefits from wide-angle views), but for those with unsteady hands. The general logic is that to ensure a steady shot, you need to shoot at the reciprocal of your focal length. So for a 50mm focal length, you should be shooting at a speed faster than 1/50 second for a steady shot. Keeping the crop factor in mind, you really should be shooting at a speed faster than 1/80 a second.Crop factors are common for most digital SLRs, as full-frame sensors jack up the cost of production, which are then passed on to the consumer in the form of very expensive cameras. So it's not so much a shortcoming of the Rebel T2i, but just a note to keep in the back of your mind.DIFFERENT BATTERY: This is more of a hassle for those who owned spare batteries than for those whose first SLR would be the T2i, but Canon changed the battery. Again, not such a big deal, but might be a hassle for some who find out that their old batteries can't be used on this model.WHITE BALANCE: I found that the 'Auto' White-Balance setting was wildly inaccurate on my Rebel XS (often giving indoor shots a yellow tint unless I changed the WB to the 'Incandescent Light' mode), and I feel that the WB settings on this model still aren't as accurate as they should be. If you want truly accurate WB, you can use a gray card, or an alternative would be to simply try digitally editing the photos on your computer after shooting.NO ARTICULATING SCREEN: No articulating screen, but this is a rare feature in DSLR's in general, so it's not a shortcoming of the T2i. Since most of your shots will probably be composed using the viewfinder, not a big deal, although it would have been convenient! If you absolutely must have an articulating screen on an HDSLR, look into the Nikon D5000.===================A NOTE ABOUT THE KIT LENSThe lens that comes with this is the standard 18-55 f/3.5-5.6 that comes with the other Rebels. It's a very good all-around lens, but you more likely than not will want to at some point upgrade your lens for either (a) better image quality, or (b) better performance in low-light conditions.This lens is very good, but for pros or those who pay incredibly close attention to detail, the optical quality of Canon's higher-end lenses is superior than to the kit lens. For most users, I don't think image quality will be a huge issue.More likely, the aperture size will be the reason people want to upgrade their lens over time.  A lens with a wider aperture allows more light to reach the sensor in less time than a lens with a narrower aperture. That means you can employ a faster shutter speed, which allows you to snap the shot faster, reducing the likelihood of a blurry picture. Outdoors on a sunny day, this aperture range of this lens won't be a limiting factor; inside a poorly-lit gym, however, you'll notice some blurry shots (see below for a recommended alternative for low-light shooting).Still, this is a pretty good all-around lens that can result in some great shots!===================RECOMMENDED ACCESSORIES1. An external flash: This will come in very handy. With the built-in flash, your photos often come out harshly lit. Bouncing an external flash off the wall makes a huge difference in image quality. I personally use the Speedlite 580EX II, but there are cheaper alternatives that are very good. Some higher-end cameras (i.e. Canon 5D Mark II) don't even have a built-in flash, which goes to show something about how high-level photographers view the lighting provided by internal flashes.2. 50mm f/1.8 II lens - At around one hundred dollars, this lens is relatively cheap when compared to others on the market. Despite its low price, it offers great image quality. While it lacks IS (image stabilization) like some other Canon lenses (including the kit lens), with a wide aperture of f/1.8, enough light usually comes in to ensure a fast shutter speed, which in turn minimizes camera shake. Keep in mind that as a 'prime' lens, your feet will have to do the zooming in and out. This is not as convenient as an everyday walk-around lens like the 18-55 kit lens which gives a good zoom range, but is a great lens for portraits. Also would ideally be a good option for poorly-lit places where the aperture of the kit-lens isn't wide enough to ensure a steady shot.CONCLUSIONSFrom my list of 4 pros and 4 cons, you might wonder why I'm giving this product 5 stars?... It's because considering the great performance - and low price - of the T2i, the 'cons' I list really aren't that big of a deal. Just because some cameras offer the aforementioned features the T2i lacks, it doesn't mean the T2i isn't a solid performer.  On the contrary, I have been completely satisfied with this camera's image and video quality, performance, features, AND PRICE, and would recommend the T2i to anyone looking for an affordable way to capture memories!------------------EDIT 11/27/10I just wanted to update this review to say that after shooting with the T2i for nearly half a year, I'm still as impressed by this camera as when I first got it. I have a few comments to expand on my initial review:VIDEO  I have been using the video mode a lot more than I initially expected. While it doesn't offer continuous auto-focus and therefore might not replace a camcorder, once you get the hang of manually focusing this is not a big problem. I many times have found myself in situations where photos couldn't capture the moment as well as a video could, and the ability to record clips has been very convenient.A note on the video mode, however...while it's automatic exposure is fine for most situations, if you find your videos are grainy, it's best to manually control the exposure. I've seen that sometimes even in good lighting, the camera will keep the aperture small (to have a less shallow depth of field) and boost the ISO. You can get around that by manually adjusting exposure settings, but again, the automatic exposures are usually fine.As for audio with videos, I personally still have not purchased an external microphone, but for those who are serious about movie production Amazon sells a highly popular 'Rode VideoMic' for a reasonable price. I have looked up videos on YouTube which demonstrate the difference between the built-in mic and an external mic, and while it's  tempting, I'd rather spend my money on better lenses than audio accessories.CROP FACTOR  To clarify on my 'crop factor' point from above on a full-frame vs. a crop-sensor body, there is a useful video on Vimeo that illustrates what I'm talking about. If you Google '5D 7D crop factor Vimeo' it comes up as the first result. As you can see, a full frame camera offers a view truer to the lens designations. Again, full frame cameras are costlier to make and therefore more expensive to the consumer, so APS-C sensor cameras like the Rebel T2i, 60D, and 7D are very good values for the money. But if you are not on a tight budget and think you might one day want to upgrade to a full frame some day for the improved low-light performance, higher image quality, and wider field of view, maybe skip on a T2i and just aim for a 5D Mark II (I personally love my T2i, but am excited about some day having my 24-105 shoot wider than its current effective 38-168 range.). For most users, however, APS-C sensor cameras like the T2i should be great, and some might even find the crop factor useful for telephoto work.LENSES  After spending so much money on a camera body, many people have a difficult time justifying buying expensive lenses, and I understand that. After upgrading from the 18-55mm kit lens to the 24-105L lens, however, I can honestly say that the money is well worth it. Colors are more vivid and truer to real life than the [now noticeably] duller colors produced by the non-L lens, and I rarely use the kit lens now. Again, the 18-55 is very versatile and provides a great value, but if you can afford to upgrade your lens to Canon's L series, you won't regret it. Perhaps try before you buy, to see for yourself what I'm talking about.LOW LIGHT  While this camera offers a boost ISO mode (to 12800 from 6400), I don't use that since its results are too grainy for my liking. But for night shots without a tripod, I have found ISO 3200 and 6400 to be a real advantage over my previous Rebel XS which only went up to ISO 1600, and even then produced noisier images than the T2i at 1600. While this camera doesn't produce high ISO pictures as cleanly as a full frame 5DMk2 does, at a fraction of the price I am incredibly pleased with this camera.MEMORY CARD  Lastly, I wanted to recommend you do a lot of research into which SD card you want to use. Class 6 or higher is recommended, but look into reviews to see how the card actually performs. I used to use a Transcend Class 6 card since it's very affordable, and have had movies abruptly stop recording at inopportune times. I upgraded to a Transcend Class 10, and unfortunately continue to have that happen. Not all Class 10 cards necessarily write at the same speed, so look thoroughly into reviews if you plan on using video mode to ensure you get a reliable, high-speed card. The Transcend cards are a great value for the money, and have many times been fine, but you might want to consider more expensive alternatives for greater reliability.------------------EDIT 01/28/11I wanted to update this review to reflect the fact that the camera is still serving me well, and to recommend some additional accessories I have since paired my T2i with. I recently got theInduro AKB0 Tripod Kit (Black),Joby GP8-BHEN Gorillapod Focus with Ballhead X bundle,Dolica WT-1003 67-Inch Lightweight Monopod, andCanon EF 70-200mm f/2.8L II IS USM Telephoto Zoom Lens for Canon SLR Cameras, and highly recommend them.CAMERA SUPPORT  With the T2i you can pull off handheld shots in low light by cranking up the ISO, but even though the T2i shows relatively little noise, it does show more than some would like in their shots (especially at ISO 6400). Digital noise can be reduced in post-production, but it's much easier to shoot at a lower ISO in the first place, especially for night shots. After paying so much for a camera body and other accessories, buying an expensive tripod might be the last thing you'd want to do, and I understand that: for a while I was using an older, cheaper tripod that was designed more for light camcorders than SLRs with heavy lenses. While this set-up technically worked, I didn't feel very confident in its reliability. After doing a lot of research and asking many photographers, I got the Induro kit, and have been very happy with it so far. It is more expensive than I would have liked, but it doesn't make sense to skimp on support and risk damaging your gear! With tripods, you have to make trade-offs between price, sturdiness, and weight, and while I'm happy with my tripod, it might not be adequate for your needs. There are many websites with tips on what to look for in a tripod (i.e. ball head, pan-tilt head, etc) that can help you make an informed decision. The Gorillapod is not nearly as essential to your shooting as a dedicated tripod, but I recommend it if you find yourself in situations where you don't want to/might not be permitted to carry a tripod, but need support. It sets up much faster than a tripod which needs to have its legs extended and locked. Lastly, a monopod is a great way to stabilize your shots without the hassle of having to carry a tripod, and is even more portable than a Gorillapod. That being said, it doesn't provide as much stability, so I use it primarily to stabilize video shooting (which can be a bit shaky due to composition through LCD screen instead of viewfinder, especially with a telephoto lens).TELEPHOTO LENS  The T2i has a high resolution sensor that, in my experience, provides for great shots even after cropping. I have taken shots and cropped to 100% and been pleased with results, but sometimes you want extended reach without cropping, and here a good telephoto really shines. Canon and third-party lens manufacturers offer many great telephoto options for the T2i, and it's important to think of what you need a telephoto lens for before investing in one. If you'll primarily be shooting with a tripod, you probably don't need IS; if you're going to be shooting in adequate light, a wide aperture isn't essential. I used the Canon 70-300 non-L non-IS lens, but don't recommend it. Keeping in mind the reciprocity of focal length and shutter speed, Image Stabilization on a telephoto lens makes things much easier for hand-held shooting. I much preferred the 55-250 IS over my 70-300 non-IS (there are also IS versions of the 70-300), but found its low-light performance was weak due to its relatively small maximum aperture size. I recently got the 70-200 2.8 IS II, and am blown away by its fast auto-focus, great low-light performance, and superior optical quality. It is an expensive lens, but is well worth it if you need a fast lens (wide aperture) that features Image Stabilization.--------------------------EDIT 02/07/11 *FINAL UPDATE*NEW REBEL  The T2i's successor, the T3i has just been announced, and will be available in March. Based on its specs, I don't think this is a necessary upgrade for current T2i owners. The main improvements found in the T3i are a swiveling screen, wireless flash transmitter, improved Auto mode detection, an enhanced Movie Zoom mode, and creative filters. Of these, I think the most important or sought-after improvements are the flash transmitter (which is is great for advanced shooters and those who want to explore with lighting) and the swiveling LCD screen (which allows for more flexibility in shooting). While these are useful new features, they are largely incremental and I will be sticking with my T2i. For new buyers, the T3i looks great and is very worth looking into when it comes out. Canon also announced a T3 camera to succeed the Rebel XS, which is great for beginners but is lacking in features compared to the T2i and the newly-announced T3i, including the ability to capture 'true HD' at 1080. Even with Canon's recent announcements, I think the T2i is a great DSLR and I highly recommend it to everyone.----------------------------EDIT 06/13/11 *THIS REALLY IS THE FINAL UPDATE*I know this review is now longer than some novels, but I really can't stress enough how great this camera is. I've used this in a variety of settings, both professionally and for personal use, and it's served me so well throughout. While I've shot events before, last night I shot the Tony Awards in NYC...which meant many thousands of shots over the course of many hours...and I was highly impressed with the T2i's performance. I did have to change batteries during the course of the event, but that was many hours into the event. You can easily get a spare third-party battery for just a few bucks.I recently purchased a cheap (less than 20 dollars) intervalometer from Amazon, and have started creating time-lapse videos with my T2i. Setting up cool time-lapse, and capturing HD video, are two areas where an articulating screen (like that found on the T3i and 60D) would come in handy, but again, this is not an essential feature, so I am pleased with my T2i. The intervalometer I got through Amazon was third-party, but since it cost about a tenth of the official Canon one, I am very pleased and highly recommend it if you want to take your T2i to the next level.The T2i is an amazing camera. I highly recommend it to anyone and everyone who is even remotely interested, whether you never owned an SLR before, or want a second body as a backup. I love the T2i! ANSWERNOTFOUND",capabilities,"(433, 445)"
B005HMO6A6,compact,How would you describe the keyboard?,"The concept was good, the execution was terrible. First, when you try and open it you have to fight with the lid to get it in place, By doing so you ipad is sliding all over the keyboard and its difficult to adjust the arm of the cover.  You definitely need four pairs of hands to handle this case just to get it in position without slamming your expensive ipad all over the place. Keys feel hollow and cheap. Definitely not worth the price. In fact, if they offered this for free I still wouldn't want it. I would give this no starts but theres no option for that. ANSWERNOTFOUND",The concept was good,"(0, 20)"
B0001FTVEK,better,Does this headphone look better?,"These wireless headphones are really awesome! The base unit comes with a phono plug to 3.5 mm headphone jack adapter, and then a 3.5 mm headphone jack to left/right RCA audio adapter. The base unit has nice, long RCA cables on it. They are not heavily shielded or anything, but they are on par with a good set of headphone wires.The wireless has worked awesome for me! No static or noise or any interference! I was worried that there might be a slight amount of static due to all of my computer and electronic devices planted only inches away from the Sennheiser base unit. I have not had a single issue at all! Amazing!The headphones have a on/off switch on the left ear cup. It also houses the 2 x AAA batteries (rechargeable ones that were included). The right ear cup has two dials. One for volume, and one to tune the headphones. The volume is fine, no problems. However, I find the ""tune"" dial to be a little archaic. The base unit itself has a toggle switch that lets you select between 3 channels. I have 3 units, all set to different channels, so I can tune into which ever one I want to at the time, and my brother and sister can too. I would have preferred a similar switch to have been present on the headphones, even though it is easy as pie to tune the signal in, and you have a good wide range where you get superb sound (unlike some tuning devices where you have that magical sweet-spot that is harder than a fruit-cake to get perfect so you don't have static). The headset itself is also a bit heavy, so if you plan on leaning forward with them on, be ready to keep them from sliding off your head. Not too bad, considering they have batteries and all.The price is not too bad! And, being made by Sennheiser, these headphones are great! If you are looking for a wireless headset, I recommend these, unless you are looking to spend MUCH more, or are willing to gamble on quality. I was amazed to find the Sennheiser RS120's at such a great price and such awesome performance! ANSWERNOTFOUND",mm headphone jack adapter,"(91, 116)"
B004HHICKC,how good,Is the sound quality of the adapter proportional to the price?,"Keeping in mind ""you get what you pay for,"" I give this 4 out of 5 stars.  The sound quality for a mono device isn't bad, but let's not compare this to high-end equipment. You can also daisy chain a second one (and possibly keep going?) for stereo -- however I just needed some sound from my VM platform, so this does just fine.  The buttons are difficult to press -- I have to actually pick it up every time or I'll push it off the desk when I attempt to control the volume.  I like that you can charge it (via USB) while it's in use.  I'm not aware of how long the charge will last since this speaker will go nowhere.  Directions could have been composed better, but this is a simple device to setup and use. ANSWERNOTFOUND",The sound quality for a mono device is n't bad,"(75, 120)"
B0002L5R78,much less,How is the price?,"I have not had any problems with this hdmi cable. I had purchased a cable for $50!!, but when I saw these cables on Amazon while searching for a TV mount, I returned the previously purchased cable.  I now check Amazon for any kind of product I need because the prices are much better than the major stores. ANSWERNOTFOUND",I had purchased a cable for $ 50,"(50, 81)"
B0002L5R78,great,What shipping is more great on amazon?,I am using this cable to view my video footage capptured with a hi definition camcorder (Sony HDR-SR1) on a hi definition LCD TV (Samsung). The picture is just mind blowing. Moreover the price of this cable is just amazing! You can never get deal better than this I guess! ANSWERNOTFOUND,price of this cable is just amazing,"(187, 222)"
B002LITT42,excellent,How is the image quality?,"I have to assume that the folks who have had problems with this camera either have not completely read the manual that comes with it or are too quick on the trigger for shooting (all digital cameras need a second to focus properly before fully depressing the button), or they received a lemon (which is why companies provide warranties) and they should have either return the camera to Amazon, as defective, for a replacement or to Canon for fixing.  I have found Canon Service to be Excellent over the years.  I have used them on a couple of occasions.  On one, the camera was well over a year out of warranty, the cost to me was going to be about $149 to fix.  After they received it, they wrote to me that this was a component that has been failing, and should not, and thus there would be no charge for the service.  Now, I can not ask for a more honest, customer oriented manufacturer than these folks.Now, it is true that because there is a ""popup"" flash, I needed to learn to hold the camera differently.  The way Canon suggested is Great as it gives me, and the camera, far more stability than the old way. I did use my left hand finger on top of the camera in a pincer hold with my other fingers.  Now, it is cradled in my left hand between my thumb and second finger with the first finger cradled along the side of the lens giving me far less shake.  By the way, this flash sure does light things up far better than my other cameras with the built in flash on the front!!!Thus far, the zoom shots have been awesome, everyone is raving about the quality of the pictures I have taken of them,, Low light shots are unbelievably clear as if I was using a flash and the day shots are great.  This Powershot S90 is a super digital camera.Thank you Cannon for a Great Camera. ANSWERNOTFOUND",Service to be Excellent,"(470, 493)"
B003VAGXWK,solid,How are the keys of the  keyboard?,"I was reluctant to try a wireless keyboard, but due to a wire-chomping kitty, decided it was best to go wireless. I'm so glad I did. This keyboard is sleek and stylish. It has a great feel under my fingertips. I was concerned that a wireless keyboard would be &#34;buggy&#34; and not be efficient, but this keyboard is as good as any corded keyboard. It charges easily via USB port and holds a charge for about ten days. The illuminated keys are helpful, if, like me, your eyes aren't as young as they once were. I already had the logitech unifying plug that plugs into my computer for my mouse and touchpad. I turned the keyboard on and the Logitech plug recognized it right away. I highly recommend this keyboard. ANSWERNOTFOUND",This keyboard is sleek and stylish,"(133, 167)"
B004J3ZV62,poor,How is the image quality like?,"The Canon 300HS an excellent camera as long as you accept that it's not a ""baby S95."" If you want fast access to manual controls, this is not the camera for you. If you like scrutinizing the image pixel by pixel, this is not the camera for you. However, someone who's a non-photographer and wants good-looking photos from a small camera in ""Auto"" mode will almost definitely love it.Likes:--------------1) Image quality is good for a camera in this price range. Yes, there is some mild corner softness at 100% magnification, and there are some chromatic aberrations in high contrast areas, but looking at the whole photo at any reasonable magnification, I'd be hard pressed to criticize the quality. The noise is well controlled, and there is enough fine detail to avoid the dreaded ""water color painting"" effect of some other popular cameras. Auto white balance does a good job under a variety of lighting, exposure is generally spot-on, and low-light images are better than I expected. ISO 1600 is usable for small prints in low light.2) Video quality is very good. It uses a high bitrate compression, which eats memory fast, but I can see details in the video that other cameras simply smudge over. My only complaint is that the 1080p video is recorded at 24fps, and is somewhat choppy in motion. Switching to 720p or lower resolution results in 30fps video, which produces noticeably smoother motion. The stereo sound quality is decent, and the mics are plenty sensitive. When zooming during video recording, there is some motor buzz that's picked up by the mics, but it's only noticeable in a quiet environment.3) I like the 24mm wide angle lens, and prefer that over some 100x mega-zoom. It lends itself well to landscape shots, interior shots, close-ups, and other creative photography scenes.4) The camera is pretty quick to power on, and the controls have good response. It focuses in under 1 second, there is minimal shutter lag, and shot-to-shot times are about 2 seconds.5) The controls are intuitive, well-organized, and the buttons are plenty big for such a small camera. I had most functions figured out in a few minutes without having to resort to the manual. The mode switch provides a convenient thumb rest when holding the camera.6) Construction and build quality seems solid. I bought mine at a local store and made sure to get the version made in Japan. I haven't observed the problems mentioned by other reviews, like shaky video zoom or easily scratched finish. The battery door seems somewhat fragile, though.Dislikes:--------------1) When completely zoomed out, the lens casts a shadow from the flash in the lower right corner.2) Video mode is mostly automatic, you can't even adjust exposure compensation. I have older compact cameras which can do this, it would have been nice to have that feature here.3) The quick-set menu is somewhat slow to operate because it does not present as much information at once as other cameras, for example Panasonic's Q-menu. It's a vertical layout with vertical submenus, whereas a horizontal layout with vertical submenus would have been better.4) There is no wind-cut option for the microphones.I'm not taking points off because these are relatively minor issues, considering the camera is aimed at a novice user. It's not perfect by any means, and it's missing some toys found in other cameras, like a high resolution screen, auto HDR, or auto-stitching panorama. However, if your priority is the end result - the quality of images or video coming out of the camera - this one stands above the competition. I would recommend it to anyone looking to produce good-looking photos with minimal fuss. ANSWERNOTFOUND",Image quality is good,"(406, 427)"
B0027VT6V4,adequate,How is the sound?,They do hum loader than I prefer and the sound is a bit tinny. Coming from a Altec like type system I was not impressed with the mix of highs and low sounds of treble and bass. Seems a good value for the money but may just use them for the flat screen for when we want louder sound for some movies of sporting events. ANSWERNOTFOUND,They do hum loader than I prefer and the sound is a bit tinny,"(0, 61)"
B00DR0PDNE,awesome,How is the device?,"This is a great product. The mobile app is still very limited. But the PC App is superb. You can stream pretty munch everything with chrome.In time, i hope there are more applications. ANSWERNOTFOUND",This is a great product,"(0, 23)"
B003HFCDLY,great,Is it a quality resolution?,These monitors are 1080p worked right out of the box with windows 7 and with windows 8 now that I have upgraded.  They go into sleep mode and awake to problem.  The colors on the monitor are bright and clear and I have yet to notice any dead pixels.  Plus for the price they were a STEAL! ANSWERNOTFOUND,The colors on the monitor are bright and,"(161, 201)"
B0041Q38NU,nice,How is the form factor?,"I bought the Kingston 16GB USB as a  back-up tool for all my pictures and files from my computer. 16GB is plenty of space for the average computer user, I transferred roughly one thousand pictures and music files and still have 3GB of free space. I can't complain about the speed either, it's fast enough for my needs. The actual design of the flash drive is very sleek and modern looking with a convenient capless feature that prevents you from losing the cap. Even though you don't have to worry about the cap you could still end up losing the whole thing. The flash drive is so small that I think it would be very easy to misplace it. I would have preferred a slightly bigger size. Other than that it's fine. ANSWERNOTFOUND",design of the flash drive is very sleek,"(330, 369)"
B0096YOQRY,not good,How did you like the image quality?,"We were looking for a second TV, for the family room / play room.  I selected this model based on the Amazon reviews, then bounced over to Conzumer Reportz and found that it was one of the top rated models in this size.  Based on my first week's use, I have to agree with both the Amazon and CR reviewers.  The TV is super light weight, and therefore a breeze to mount on a wall (it also comes with a plastic ""foot"" that lets you set it on a cabinet or table if you want).  Setup was very simple -- it connected to my router through the built-in WiFi connection, and registering the TV to my online media accounts (e.g., Amazon Prime for TV/movies) took a matter of seconds.  The picture quality is very good -- better than I expected for this price.  The sound is OK -- good for a second TV, but if I planned to watch a lot of movies on this set I'd probably hook it up to better speakers.  The web content apps (Amazon Prime, YouTube, Netflix, etc.) work well and easily, but the load times are significantly slower than on my PC, and typing on the on-screen soft keyboard is slow.  The TV does not have a general purpose browser, so you're limited to the apps Vizio supports.  The Sony Blu-ray player I hooked up the Vizio TV has a browser, so the lack of a browser in the TV set itself wasn't a big deal for me, but I wish it were clearer in the product description (references to Internet and WiFi led me to assume I could get onto the Internet from the TV).Bottom line:  A very good quality picture, OK sound, with built-in wifi and easy-to-use apps, all for around two fifty make this an exceptional value.  An excellent choice in this size class. ANSWERNOTFOUND",excellent,"(1618, 1627)"
B0087NZ31S,easy to set,Is the unit easy to configure?,"I started out with a Netgear WN 3000 RP which I used for more than a year. The Netgear extender constantly dropped connections and seemed to need a reboot every couple of days. I tinkered with it using different security levels and it never improved. Often the reboot wouldn't work and it wouldn't reconnect unless my main router also needed to be rebooted. I have a significant number of devices connected to wireless including an iPod, iPhone, and visitor smartphones. The reboots simply became more than inconvenient. They were extremely frustrating.It has now been a week since installation and I have not had a single dropped connection on any device. It is working perfectly! The setup was quick and easy. The touch screen made it straightforward and the setup process effectively did all the work for me. I have not noticed any degradation in speed between the main router and the extender. I have had no problems playing video clips. I'm sure there is some speed reduction but given my pattern of usage, I have not seen any problems.A bit pricey but I couldn't be happier so far. ANSWERNOTFOUND",The setup was quick and easy,"(682, 710)"
